Bear,Sex,Age, Date ,General Location,Capture type,Release Site,Handler,Year
779,Female,Subadult,6/12/14,"Reef Crk, SNF",Research,On site,WYGFD,2014
760,Male,Subadult,6/25/14,"Pacific Crk, GTNP",Research,On site,IGBST,2014
760,Male,Subadult,10/10/14,"Lake Crk, Pr-WY",Management,"North Fork Shoshone, SNF",WYGFD,2014
760,Male,Subadult,10/27/14,"Clarks Fork River, ST-WY",Management,Removed,WYGFD,2014
Unm2,Unk,Subadult,6/29/14,"Henry's Fork River, CTNF",Research,On site,IDFG,2014
Unm3,Unk,Subadult,6/30/14,"Henry's Fork River, CTNF",Research,On site,IDFG,2014
713,Male,Adult,7/1/14,"Henry's Fork River, CTNF",Research,On site,IDFG,2014
Unm4,Female,Subadult,7/1/14,"Henry's Fork River, CTNF",Research,On site,IDFG,2014
780,Male,Adult,7/2/14,"Crow Crk, BNFT",Management,"Mormon Crk, SNF",WYGFD,2014
479,Male,Adult,7/8/14,"Henry's Fork River, CTNF",Research,On site,IDFG,2014
227,Male,Adult,7/9/14,"Henry's Fork River, CTNF",Research,On site,IDFG,2014
227,Male,Adult,7/13/14,"Henry's Fork River, CTNF",Research,On site,IDFG,2014
227,Male,Adult,7/15/14,"Warm River, CTNF",Research,On site,IDFG,2014
729,Male,Adult,7/12/14,"Tepee Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2014
781,Male,Adult,7/15/14,"Grove Crk, Pr-MT",Management,"Lodgepole Crk, ST-MT",MTFWP,2014
782,Male,Subadult,7/16/14,"Henrys Fork River, CTNF",Research,On site,IDFG,2014
783,Male,Subadult,7/17/14,"Pilgrim Crk, GTNP",Research,On site,IGBST,2014
Unm5,Unk,Subadult,7/18/14,"Pilgrim Crk, GTNP",Research,On site,IGBST,2014
Unm5,Unk,Subadult,7/20/14,"Pilgrim Crk, GTNP",Research,On site,IGBST,2014
Unm5,Unk,Subadult,7/23/14,"Pilgrim Crk, GTNP",Research,On site,IGBST,2014
Unm5,Unk,Subadult,9/24/14,"Pacific Crk, GTNP",Research,On site,IGBST,2014
784,Female,Adult,7/22/14,"Antelope Crk, YNP",Research,On site,IGBST,2014
679,Male,Adult,7/22/14,"Pilgrim Crk, GTNP",Research,On site,IGBST,2014
679,Male,Adult,9/21/14,"Lizard Crk, GTNP",Research,On site,IGBST,2014
756,Male,Adult,7/23/14,"Kinky Crk, BTNF",Management,Removed,WYGFD,2014
Unm8,Male,Subadult,7/24/14,"Pilgrim Crk, GTNP",Research,On site,IGBST,2014
711,Male,Adult,7/24/14,"Henrys Fork River, CTNF",Research,On site,IDFG,2014
676,Female,Adult,7/26/14,"Whiskey Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2014
G197,Male,Subadult,7/27/14,"Whiskey Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2014
785,Male,Adult,7/28/14,"Strawberry Crk, BTNF",Research,On site,WYGFD,2014
785,Male,Adult,9/8/14,"Strawberry Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2014
506,Male,Adult,8/2/14,"Pacific Crk, GTNP",Research,On site,IGBST,2014
Gli2,Male,Adult,8/2/14,"South Fork owl Crk, Pr-WY",Management,Removed,WYGFD,2014
655,Male,Adult,8/3/14,"Standard Crk, BDNF",Research,On site,IGBST,2014
786,Female,Subadult,8/5/14,"Papoose Crk, Pr-MT",Research,On site,IGBST,2014
610,Female,Adult,8/6/14,"Pacific Crk, GTNP",Research,On site,IGBST,2014
787,Male,Subadult,8/8/14,"South Fork Fish Crk, BTNF",Management,On site,WYGFD,2014
594,Male,Adult,8/10/14,"Island Park Reservior, ST-ID",Management,Removed,WS/IDFG,2014
788,Male,Subadult,8/13/14,"Bull Lake Crk, WRIR",Research,On site,WYGFD,2014
789,Male,Adult,8/14/14,"Wagon Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2014
193,Female,Adult,8/21/14,"Gibbon River, YNP",Research,On site,IGBST,2014
790,Male,Adult,8/27/14,"Gypsum Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2014
731,Male,Subadult,8/27/14,"Gypsum Crk, BTNF",Management,Removed,WYGFD,2014
228,Male,Adult,8/28/14,"Stephens Crk, YNP",Research,On site,YNP/IGBST,2014
791,Male,Adult,9/7/14,"Green River, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2014
394,Male,Adult,9/11/14,"Cascade Crk, YNP",Research,On site,IGBST,2014
592,Male,Adult,9/11/14,"Sheridan Crk, SNF",Management,"Mormon Crk, SNF",WYGFD,2014
792,Male,Adult,9/18/14,"Cub Crk, BTNF",Research,On site,WYGFD,2014
793,Female,Adult,9/19/14,"Bailey Crk, GTNP",Research,On site,IGBST,2014
Unm9,Female,Subadult,9/22/14,"Grinnell Crk, SNF",Management,Removed,WYGFD,2014
794,Male,Adult,9/23/14,"Lizard Crk, GTNP",Research,On site,IGBST,2014
795,Male,Subadult,9/24/14,"Bear Crk, Pr-MT",Management,"East Fork Bear Crk, GNF ",WS/MTFWP,2014
796,Male,Adult,9/28/14,"Lizard Crk, GTNP",Research,On site,IGBST,2014
G198,Male,Subadult,9/30/14,"Bennett Crk, SNF",Management,"North Fork Shoshone, SNF",WYGFD,2014
G199,Female,Subadult,9/30/14,"Bennett Crk, SNF",Management,"North Fork Shoshone, SNF",WYGFD,2014
797,Male,Adult,10/4/14,"Crow Crk, BNFT",Management,"Boone Crk, CTNF",WYGFD,2014
155,Male,Adult,10/6/14,"North Fork Bear Crk, Pr-MT",Management,Removed,MTFWP,2014
798,Male,Subadult,10/8/14,"Eaglenest Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2014
688,Male,Subadult,10/8/14,"Cascade Crk, YNP",Research,On site,IGBST,2014
799,Female,Adult,10/15/14,"Trout Crk, YNP",Research,On site,IGBST,2014
800,Female,Subadult,10/23/14,"Yellowstone River, Pr-MT",Management,"Tepee Crk, ST-MT",MTFWP,2014
801,Female,Subadult,10/26/14,"Yellowstone River, Pr-MT",Management,"Tepee Crk, ST-MT",MTFWP,2014
724,Female,Adult,10/28/14,"Yellowstone River, Pr-MT",Management,Removed,WYGFD,2014
G200,Male,Subadult,11/3/14,"Yellowstone River, Pr-MT",Management,"Blackrock Crk, BTNF",WYGFD,2014
Unm,Male,Adult,3/23/13,"Bennett Crk, Pr-WY",Management,Removed,WYGFD,2013
671,Male,Adult,4/25/13,"Clark's Fork River, Pr-WY",Management,Removed,WYGFD,2013
740,Male,Adult,5/6/13,"Sheep Crk, Pr-WY",Management,"Long Crk, SNF",WYGFD,2013
549,Male,Adult,5/6/13,"Graybull River, Pr-WY",Management,Removed,WYGFD,2013
741,Female,Subadult,5/22/13,"Little Horse Crk, SNF",Research,On site,WYGFD,2013
742,Male,Subadult,5/24/13,"Pat O'Hara Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2013
743,Female,Adult,5/25/13,"Greybull River, Pr-WY",Management,"Wind River, SNF",WYGFD,2013
G189,Male,Subadult,5/25/13,"Greybull River, Pr-WY",Management,"Wind River, SNF",WYGFD,2013
G190,Female,Subadult,5/25/13,"Greybull River, Pr-WY",Management,"Wind River, SNF",WYGFD,2013
744,Male,Adult,5/26/13,"Brent Crk, SNF",Research,On site,WYGFD,2013
Unm,Female,Adult,5/27/13,"Wiggins Fork, SNF",Research,Mortality,WYGFD,2013
407,Male,Adult,5/30/13,"Frontier Crk, SNF",Research,On site,WYGFD,2013
745,Male,Subadult,5/31/13,"Pat O'Hara Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2013
745,Male,Subadult,7/28/13,"Rand Crk, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2013
746,Male,Adult,5/31/13,"Brent Crk, SNF",Research,On site,WYGFD,2013
G191,Male,Subadult,5/31/13,"Horse Crk, SNF",Research,On site,WYGFD,2013
G155,Male,Adult,6/2/03,"Horse Crk, SNF",Research,On site,WYGFD,2013
747,Female,Subadult,6/4/13,"Long Crk, SNF",Research,On site,WYGFD,2013
748,Male,Subadult,6/7/13,"North Fork Shoshone, SNF",Management,"Bailey Crk, BTNF",WYGFD,2013
G192,Male,Subadult,6/8/13,"South Fork Shoshone, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2013
219,Male,Adult,6/10/13,"Gibbon River, YNP",Research,On site,IGBST,2013
219,Male,Adult,6/10/13,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2013
749,Female,Subadult,6/12/13,"Stephens Crk, YNP",Research,On site,IGBST,2013
750,Male,Adult,6/19/13,"Raven Crk, YNP",Research,On site,IGBST,2013
736,Male,Adult,6/19/13,"Gibbon River, YNP",Research,On site,IGBST,2013
193,Female,Adult,6/20/13,"Gibbon River, YNP",Research,On site,IGBST,2013
193,Female,Adult,6/22/13,"Gibbon River, YNP",Research,On site,IGBST,2013
751,Male,Subadult,6/21/13,"Raven Crk, YNP",Research,On site,IGBST,2013
752,Male,Subadult,6/23/13,"Heifer Crk, BTNF",Research,On site,WYGFD,2013
578,Male,Adult,6/23/13,"Cascade Crk, YNP",Research,On site,IGBST,2013
578,Male,Adult,6/26/13,"Cascade Crk, YNP",Research,On site,IGBST,2013
281,Male,Adult,6/23/13,"Cascade Crk, YNP",Research,On site,IGBST,2013
281,Male,Adult,6/26/13,"Cascade Crk, YNP",Research,On site,IGBST,2013
G179,Male,Subadult,6/24/13,"West Red Lodge Crk, Pr-MT",Management,Removed,WS/MTFWP,2013
753,Male,Subadult,6/24/13,"Raven Crk, YNP",Research,On site,IGBST,2013
754,Male,Adult,6/25/13,"Strawberry Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,6/25/13,"Strawberry Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,6/27/13,"Strawberry Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,7/4/13,"Strawberry Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,7/5/13,"Strawberry Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,7/11/13,"Park Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,7/12/13,"Park Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,7/13/13,"Park Crk, BTNF",Research,On site,WYGFD,2013
755,Female,Subadult,7/14/13,"Park Crk, BTNF",Research,"Devils Basin Crk, BTNF WGFD",WYGFD,2013
755,Female,Subadult,7/17/13,"Strawberry Crk, BTNF",Research,On site,WYGFD,2013
716,Female,Adult,6/30/13,"Green River, BTNF",Management,Removed,WYGFD,2013
756,Male,Adult,6/30/13,"Wagon Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2013
566,Male,Adult,7/8/13,"Bridge Crk, YNP",Research,On site,IGBST,2013
587,Male,Adult,7/7/13,"Green River, BTNF",Management,Removed,WYGFD,2013
714,Female,Adult,7/8/13,"Wagon Crk, BTNF",Management,Removed,WYGFD,2013
757,Female,Subadult,7/10/13,"Buffalo Fork, BTNF",Research,On site,WYGFD,2013
227,Male,Adult,7/18/13,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2013
227,Male,Adult,7/23/13,"Warm River, CTNF",Research,On site,IDFG/IGBST,2013
227,Male,Adult,7/24/13,"Warm River, CTNF",Research,On site,IDFG/IGBST,2013
227,Male,Adult,7/25/13,"Warm River, CTNF",Research,On site,IDFG,2013
227,Male,Adult,8/1/13,"Warm River, CTNF",Research,On site,IDFG/IGBST,2013
227,Male,Adult,8/2/13,"Warm River, CTNF",Research,On site,IDFG/IGBST,2013
227,Male,Adult,8/16/13,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2013
227,Male,Adult,8/18/13,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2013
227,Male,Adult,8/19/13,"Warm River, CTNF",Research,On site,IDFG/IGBST,2013
758,Male,Adult,7/21/13,"Buck Crk, GNF",Research,On site,IGBST,2013
759,Female,Adult,7/23/13,"Deadhorse Crk, GNF",Research,On site,IGBST,2013
Unm,Male,Adult,7/23/13,"South Fork owl Crk, Pr-WY",Management,Removed,WYGFD,2013
653,Male,Adult,7/25/13,"Henry's Fork, CTNF",Research,On site,IDFG,2013
760,Male,Subadult,7/29/13,"Lizard Crk, GTNP",Management,"South Boone Crk, CTNF",GTNP,2013
761,Male,Adult,8/1/13,"Eldridge Crk, GNF",Research,On site,IGBST,2013
762,Female,Adult,8/6/13,"Eldridge Crk, GNF",Research,On site,IGBST,2013
637,Male,Adult,8/6/13,"Tepee Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2013
730,Male,Adult,8/8/13,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2013
Unm,Male,Subadult,8/10/13,"South Fish Crk, BTNF",Management,On site,WYGFD,2013
547,Male,Adult,8/14/13,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2013
763,Male,Adult,8/14/13,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2013
379,Male,Adult,8/30/13,"Thorofare Crk, YNP",Research,On site,IGBST,2013
379,Male,Adult,9/1/13,"Thorofare Crk, BTNF",Research,On site,WYGFD,2013
764,Male,Adult,9/1/13,"Thorofare Crk, BTNF",Research,On site,WYGFD,2013
G178,Male,Subadult,9/5/13,"Wind River, Pr-WY",Management,Removed,WYGFD,2013
765,Male,Adult,9/10/13,"Owl Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2013
717,Male,Adult,9/14/13,"Crow Crk, BTNF",Management,Removed,WYGFD,2013
766,Male,Adult,9/18/13,"Jasper Crk, YNP",Research,On site,IGBST,2013
211,Male,Adult,9/19/12,"Jasper Crk, YNP",Research,On site,IGBST,2013
767,Female,Subadult,9/23/13,"East Fork Wind River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2013
768,Female,Adult,9/27/13,"North Fork Shoshone, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2013
769,Male,Subadult,9/28/13,"Gardner River, YNP",Research,On site,IGBST,2013
769,Male,Subadult,9/30/13,"Gardner River, YNP",Research,On site,IGBST,2013
703,Female,Adult,10/1/13,"Prospect Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2013
770,Female,Adult,10/10/13,"Henry's Fork, Pr-ID",Management,"Moose Crk, CTNF",IDFG,2013
G193,Male,Subadult,10/14/13,"South Fork Shoshone, Pr-WY ",Management,"Cascade Crk, CTNF",WYGFD,2013
771,Female,Subadult,10/9/13,"Pat O'Hara Crk, Pr-WY",Management,"Moccasin Crk, BTNF",WYGFD,2013
697,male,adult,3/20/12,"South Fork Shoshone, Pr-WY",Management,"Bear Crk, ST-WY",WYGFD,2012
698,male,adult,4/8/12,"Buffalo Fork River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2012
698,Male,Adult,8/28/12,"Pacific Crk, BTNF",Management,Removed,WYGFD,2012
699,male,adult,4/15/12,"Wood River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2012
682,male,adult,4/17/12,"Wood River, Pr-WY",Management,Removed,WYGFD,2012
642,male,adult,4/18/12,"Pat O'Hara Crk, Pr-WY",Management,"Long Crk, SNF",WYGFD,2012
690,female,subadult,4/22/12,"Sweet Hollow Crk, Pr-WY",Management,Removed,IDFG,2012
700,male,adult,5/3/12,"Carmichael Crk, BLM-WY",Research,On site,WYGFD,2012
701,male,subadult,5/4/12,"Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2012
Unm,female,subadult,5/7/12,"Horse Crk, Pr-WY",Management,Removed,WYGFD,2012
702,female,subadult,5/8/12,"Buffalo Fork River, Pr-WY",Management,On site,WS/WYGFD,2012
702,Female,Subadult,6/16/12,"Dry Lake Creek, BTNF",Research,On site,WYGFD,2012
702,Female,Subadult,6/29/12,"Kettle Crk, BTNF",Research,On site,WYGFD,2012
703,female,adult,5/11/12,"Littla Grass Crk, BLM-WY",Research,On site,WYGFD,2012
519,male,adult,5/12/12,"Cottonwood Crk, SNF",Research,On site,WYGFD,2012
538,male,adult,5/13/12,"Carmichael Crk, BLM-WY",Research,On site,WYGFD,2012
704,male,subadult,5/17/12,"Blaine Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2012
705,male,subadult,5/19/12,"Carmichael Crk, BLM-WY",Research,On site,WYGFD,2012
706,female,adult,5/25/12,"Henry's Fork, CTNF",Research,On site,IDFG,2012
706,Female,Adult,6/25/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
706,Female,Adult,7/12/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
707,female,adult,5/30/12,"Gros Ventre River, BTNF",Research,On site,WYGFD,2012
708,female,adult,6/6/12,"Papoose Crk, Pr-MT",Research,On site,IGBST,2012
709,male,adult,6/7/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
709,Male,Adult,6/12/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
710,male,subadult,6/16/12,"Hoodoo Crk, Pr-WY",Management,"Clark's Fork, SNF",WYGFD,2012
710,Male,Subadult,6/25/12,"Sunlight Crk, SNF",Research,On site,WYGFD,2012
710,Male,Subadult,7/21/13,"Sunlight Crk, Pr-WY",Management,"Arizona Crk, BTNF",WYGFD,2012
G180,Male,Subadult,6/18/13,"Blackrock Crk, BTNF",Research,On site,WYGFD,2012
526,male,Adult,6/21/13,"Kettle Crk, BTNF",Research,On site,WYGFD,2012
691,male,subadult,6/22/12,"South Dry Crk, Pr-MT",Management,Removed,WS/MTFWP,2012
227,male,adult,6/24/12,"Warm River, CTNF",Research,On site,IDFG/IGBST,2012
227,male,adult,7/7/12,"Warm River, CTNF",Research,On site,IDFG/IGBST,2012
227,male,adult,7/12/12,"Warm River, CTNF",Research,On site,IDFG/IGBST,2012
227,male,adult,7/19/12,"Warm River, CTNF",Research,On site,IDFG/IGBST,2012
227,male,adult,9/15/12,"Gibbon River, YNP",Research,On site,IGBST,2012
227,male,adult,9/16/12,"Gibbon River, YNP",Research,On site,IGBST,2012
227,male,adult,10/4/12,"Gibbon River, YNP",Research,On site,IGBST,2012
711,male,adult,6/25/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
179,female,adult,6/25/12,"Skull Crk, BTNF",Research,On site,WYGFD,2012
712,male,adult,6/25/12,"Sunlight Crk, SNF",Research,On site,WYGFD,2012
674,male,adult,6/27/12,"North Fork SPread Crk, BTNF",Research,On site,WYGFD,2012
672,female,subadult,6/28/12,"Sunlight Crk, SNF",Research,On site,WYGFD,2012
713,male,subadult,6/28/12,"Warm River, CTNF",Research,On site,IDFG/IGBST,2012
714,female,adult,6/28/12,"Camp Crk, SNF",Management,"Sunlight Crk, SNF",WYGFD,2012
G181,female,Subadult,6/28/12,"Camp Crk, SNF",Management,"Sunlight Crk, SNF",WYGFD,2012
G182,Female,Subadult,6/28/12,"Camp Crk, SNF",Management,"Sunlight Crk, SNF",WYGFD,2012
373,male,Adult,7/5/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
373,male,Adult,8/19/12,"East Dry Crk, CTNF",Research,On site,IGBST,2012
715,male,adult,7/6/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
716,female,adult,7/8/12,"Gypsum Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2012
653,male,subadult,7/9/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
717,male,subadult,7/10/12,"Sheridan Crk, SNF",Management,"Sunlight Crk, SNF",WYGFD,2012
648,male,adult,7/12/12,"Kettle Crk, BTNF",Research,On site,WYGFD,2012
718,female,adult,7/12/12,"Blackrock Crk, BTNF",Research,On site,WYGFD,2012
719,male,adult,7/17/12,"Trail Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2012
533,female,adult,7/19/12,"Henry's Fork, CTNF",Research,On site,IDFG/IGBST,2012
720,female,adult,7/20/12,"Tom Miner Crk, Pr-MT",Research,On site,IGBST,2012
600,male,adult,7/21/12,"Tom Miner Crk, Pr-MT",Research,On site,IGBST,2012
721,female,adult,7/22/12,"Tom Miner Crk, Pr-MT",Research,On site,IGBST,2012
722,male,adult,7/21/12,"Wagon Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2012
650,female,adult,7/28/12,"Fish Crk, BTNF",Management,Removed,WYGFD,2012
499,female,adult,7/28/12,"Kinky Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2012
304,male,adult,8/3/12,"Wagon Crk, BTNF",Management,Removed,WYGFD,2012
723,male,adult,8/4/12,"Tepee Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2012
724,female,adult,8/14/12,"Clark Fork River, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2012
725,female,adult,8/15/12,"Clark Fork River, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2012
G183,Female,Subadult,8/15/12,"Clark Fork River, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2012
726,male,adult,8/16/12,"Bootjack Crk, CTNF",Research,On site,IGBST,2012
670,male,adult,8/17/12,"Raspberry Crk, BTNF",Management,Removed,WYGFD,2012
727,male,adult,8/18/12,"Bootjack Crk, CTNF",Research,On site,IGBST,2012
728,female,subadult,8/23/12,"Bootjack Crk, CTNF",Research,On site,IGBST,2012
729,male,adult,8/23/12,"Soda Crk, BTNF",Research,On site,IGBST,2012
730,male,adult,8/24/12,"Sheridan Crk, CTNF",Management,On site,WS/IDFG,2012
Unm,male,subadult,8/24/12,"Sheridan Crk, CTNF",Management,On site,WS/IDFG,2012
Unm,male,subadult,8/24/12,"Sheridan Crk, CTNF",Management,On site,WS/IDFG,2012
G174,Male,Subadult,9/17/12,"Eaglenest Crk, Pr-WY",Management,Removed,WYGFD,2012
731,male,subadult,9/9/12,"Gypsum Crk, BTNF",Management,On site,WYGFD,2012
732,female,adult,9/10/12,"Buffalo Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2012
Unm,male,adult,9/12/12,"Pacific Crk, BTNF",Management,Removed,WYGFD,2012
524,male,adult,9/13/12,"Horse Crk, BTNF",Management,Removed,WYGFD,2012
315,female,adult,9/14/12,"Buffalo Fork, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2012
315,Female,adult,10/20/12,"Pacific Crk, BTNF",Management,Removed,WYGFD,2012
G184,male,subadult,9/14/12,"Buffalo Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2012
G185,male,subadult,9/14/12,"Buffalo Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2012
G186,male,subadult,9/14/12,"Buffalo Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2012
G131,Female,adult,9/16/12,"Bear Crk, Pr-MT",Management,Removed,WS/MTFWP,2012
735,female,subadult,9/17/12,"Bear Crk, Pr-MT",Management,"Bear Crk, GNF",WS/MTFWP,2012
733,male,subadult,9/17/12,"North Piney Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2012
Unm,male,adult,9/17/12,"North Piney Crk, Pr-WY",Management,Removed,WYGFD,2012
Unm,male,subadult,9/18/12,"Greybull River, Pr-WY",Management,Removed,WYGFD,2012
734,female,adult,9/21/12,"South Fork Shoshone, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2012
G187,Male,subadult,9/21/12,"Rattlesnake Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2012
G178,Male,subadult,9/21/12,"South Fork Shoshone, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2012
G179,Male,subadult,9/21/12,"South Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2012
472,female,adult,9/22/12,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2012
736,male,adult,10/1/12,"Gibbon River, YNP",Research,On site,IGBST,2012
G188,Male,subadult,10/1/12,"North Fork Shoshone, SNF",Management,"Fox Crk, SNF",WYGFD,2012
737,male,subadult,10/10/12,"North Fork Shoshone, SNF",Management,"Game Crk, BTNF",WYGFD,2012
556,male,adult,10/13/12,"Flat Mountain Crk, YNP",Research,On site,IGBST,2012
574,male,adult,10/15/12,"Flat Mountain Crk, YNP",Research,On site,IGBST,2012
738,male,adult,10/19/12,"North Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2012
658,female,adult,10/26/12,"Wind River, Pr-WY",Management,"Fishhawk Crk, BTNF",WYGFD,2012
739,female,subadult,10/28/12,"Sheep Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2012
668,Male,Adult,5/3/11,"Greybull River, Pr-WY",Management,"Bear Crk, ST-WY",WYGFD,2011
669,Male,Subadult ,5/7/11,"Buffalo Fork, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2011
624,Male,Adult,5/7/11,"Grass Crk, ST-WY",Management,Removed,WYGFD,2011
670,Male,Adult,5/11/11,"Clark's Fork River, Pr-WY",Management,"Bear Crk, ST-WY",WYGFD,2011
671,Male,Adult,5/12/11,"Clark's Fork River, Pr-WY",Management,"Bear Crk, ST-WY",WYGFD,2011
671,male,adult,7/9/11,"Dry Lake Crk, BTNF",Research,On site,WYGFD,2011
672,Female,subadult,5/14/11,"Little Rock Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2011
673,Male,Adult,6/10/11,"Papoose Crk, Pr-MT",Research,On site,IGBST,2011
674,Male,Adult,6/18/11,"Pacific Crk, GTNP",Research,On site,IGBST,2011
G168,male,Adult,6/20/11,"South Fork Dick Crk, SNF",Research,On site,WYGFD,2011
G169,male,Adult,6/21/11,"Francs Fork, SNF",Research,On site,WYGFD,2011
659,Male,Adult,6/24/11,"Pacific Crk, GTNP",Research,On site,IGBST,2011
G170,male,subadult,6/26/11,"Dick Crk, SNF",Research,On site,WYGFD,2011
675,Male,Adult,6/27/11,"Francs Fork, SNF",Research,On site,WYGFD,2011
676,Female,subadult,7/3/11,"Marsh Crk, BTNF",Management,On site,WYGFD,2011
677,Male,Adult,7/7/11,"Papoose Crk, Pr-MT",Research,On site,IGBST,2011
678,Female,Adult,7/9/11,"Grizzly Crk, BTNF",Research,On site,WYGFD,2011
679,Male,Adult,7/13/11,"Lizard Crk, GTNP",Research,On site,IGBST,2011
360,Female,Adult,7/15/11,"Papoose Crk, Pr-MT",Research,On site,IGBST,2011
G146,Adult,7/16/11,"Fish Crk, BTNF","Fish Crk, BTNF",Management,On site,WYGFD,2011
